pubmlst_id,st,n_reads,coverage,arcC,aroE,glpF,gmk,pta,tpi,yqiL,clonal_complex,MLST.CC,CC_filled,note,predicted_cc_is_correct,predicted_mlst_is_single
38734,8379,5000,98.91,862*,4,1,4,12,1,10*,CC5,"",CC5,"",TRUE,TRUE
38734,ND,1000,72.85,60*,714*,20*,4*,12*,1*,992*,,"",CC5,"Tested up to DLV, none found",,
38735,5886,2000,93.75,2*,2*,2*,2*,6*,3*,789*,CC30,"",CC30,"",TRUE,TRUE
38735,5886,3000,95.56,2*,2,2*,2*,6,3*,789*,CC30,"",CC30,"",TRUE,TRUE
38735,ND,1000,78.15,2*,419*,161*,612*,6*,937*,789*,,"",CC30,"Tested up to DLV, none found",,
38735,ND,4000,96.97,2,2,2*,2,6,3,213*,CC30,"",CC30,taken from SLV with 79 STs,TRUE,TRUE
38735,ND,5000,96.97,2,2,2*,2,6,3,213*,CC30,"",CC30,taken from SLV with 79 STs,TRUE,TRUE
38735,ND,6000,97.23,2,2,2*,2,6,3,213*,CC30,"",CC30,taken from SLV with 79 STs,TRUE,TRUE
38735,ND,7000,97.33,2,2,2,2,6,3,213*,CC30,"",CC30,taken from SLV with 79 STs,TRUE,TRUE
38735,ND,8000,97.33,2,2,2,2,6,3,213*,CC30,"",CC30,taken from SLV with 79 STs,TRUE,TRUE
38736,15,5000,97.33,13*,13,1,1*,12,11,13*,CC15,"",CC15,"",TRUE,TRUE
38736,15,6000,97.52,13*,13,1,1*,12,11,13*,CC15,"",CC15,"",TRUE,TRUE
38736,15,7000,97.78,13,13,1,1*,12,11,13*,CC15,"",CC15,"",TRUE,TRUE
38736,15,8000,97.78,13,13,1,1*,12,11,13*,CC15,"",CC15,"",TRUE,TRUE
38736,ND,1000,75.34,595*,13*,1*,113*,12*,11*,13*,CC15,"",CC15,taken from SLV with 1 STs,TRUE,TRUE
38736,ND,2000,86.83,595*,13*,1*,503*,12,11*,13*,CC15,"",CC15,taken from SLV with 2 STs,TRUE,TRUE
38736,ND,3000,94.4,336*,13*,1,14*,12,11,13*,CC15,"",CC15,taken from SLV with 1 STs,TRUE,TRUE
38736,ND,4000,96.2,13*,13,1,14*,12,11,13*,CC15,"",CC15,taken from SLV with 29 STs,TRUE,TRUE
38737,7163,3000,95.78,19,23*,15*,2,19,20*,943*,"","",CC59,"",TRUE,TRUE
38737,7163,4000,96.52,19,23*,15*,2,19,20*,943*,"","",CC59,"",TRUE,TRUE
38737,7163,5000,97.33,19,23*,15,2,19,20,943*,"","",CC59,"",TRUE,TRUE
38737,7163,6000,97.68,19,23*,15,2,19,20,943*,"","",CC59,"",TRUE,TRUE
38737,7163,7000,97.71,19,23,15,2,19,20,943*,"","",CC59,"",TRUE,TRUE
38737,7163,8000,97.71,19,23,15,2,19,20,943*,"","",CC59,"",TRUE,TRUE
38737,ND,1000,67.97,585*,23*,15*,312*,314*,111*,567*,,"",CC59,"Tested up to DLV, none found",,
38737,ND,2000,90.86,19*,23*,15*,2*,19*,20*,567*,,"",CC59,"Tested up to DLV, none found",,
38738,59,3000,97.65,19*,23,15,2,19*,20*,15*,"","",CC59,"",TRUE,TRUE
38738,59,4000,98.42,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38738,59,5000,98.42,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38738,59,6000,98.42,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38738,59,7000,98.42,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38738,59,8000,98.42,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38738,6320,2000,92.34,750*,23*,15,2*,19*,20*,15*,"","",CC59,"",TRUE,TRUE
38738,ND,1000,72.15,641*,23*,15*,2*,19*,386*,15*,,"",CC59,"Tested up to DLV, none found",,
38739,2844,2000,88.89,19*,23*,15*,2*,314*,20*,15*,"","",CC59,"",TRUE,TRUE
38739,59,3000,96.33,19*,23,15*,2,19*,20*,15*,"","",CC59,"",TRUE,TRUE
38739,59,4000,97.13,19,23,15*,2,19,20*,15*,"","",CC59,"",TRUE,TRUE
38739,59,5000,97.46,19,23,15*,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38739,59,6000,97.55,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38739,59,7000,97.55,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38739,59,8000,97.55,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38739,ND,1000,60.66,19*,23*,1003*,241*,314*,905*,15*,,"",CC59,"Tested up to DLV, none found",,
38740,59,5000,97.39,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38740,59,6000,97.39,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38740,59,7000,97.39,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38740,59,8000,97.39,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38740,ND,1000,62.23,170*,904*,15*,323*,19*,20*,376*,,"",CC59,"Tested up to DLV, none found",,
38740,ND,2000,78.33,170*,904*,15,417*,19*,20*,376*,,"",CC59,"Tested up to DLV, none found",,
38740,ND,3000,92.72,19*,23*,15,417*,19,20,898*,,"",CC59,"Tested up to DLV, none found",,
38740,ND,4000,95.59,19*,23*,15,2,19,20,730*,,"",CC59,"Tested up to DLV, none found",,
38741,5,3000,98.49,1,4*,1*,4,12*,1*,10*,CC5,"",CC5,"",TRUE,TRUE
38741,5,4000,99.58,1,4,1,4,12,1,10*,CC5,"",CC5,"",TRUE,TRUE
38741,5,5000,99.65,1,4,1,4,12,1,10*,CC5,"",CC5,"",TRUE,TRUE
38741,5,6000,99.65,1,4,1,4,12,1,10*,CC5,"",CC5,"",TRUE,TRUE
38741,5,7000,99.65,1,4,1,4,12,1,10*,CC5,"",CC5,"",TRUE,TRUE
38741,5,8000,99.65,1,4,1,4,12,1,10*,CC5,"",CC5,"",TRUE,TRUE
38741,ND,1000,76.95,994*,710*,515*,4*,12*,1*,151*,,"",CC5,"Tested up to DLV, none found",,
38741,ND,2000,94.46,136*,4*,695*,4,12*,1*,10*,CC5,"",CC5,taken from SLV with 1 STs,TRUE,TRUE
38742,87,4000,98.78,19*,23*,15,2*,41,20*,15,"","",CC59,"",TRUE,TRUE
38742,87,5000,99.74,19*,23,15,2,41,20*,15,"","",CC59,"",TRUE,TRUE
38742,87,6000,100,19,23,15,2,41,20,15,"","",CC59,"",TRUE,TRUE
38742,87,7000,100,19,23,15,2,41,20,15,"","",CC59,"",TRUE,TRUE
38742,87,8000,100,19,23,15,2,41,20,15,"","",CC59,"",TRUE,TRUE
38742,ND,1000,53.81,19*,955*,11*,505*,41*,125*,506*,,"",CC59,"Tested up to DLV, none found",,
38742,ND,2000,86.56,137*,23*,1023*,505*,41*,396*,15*,,"",CC59,"Tested up to DLV, none found",,
38742,ND,3000,93.56,19*,23*,15*,505*,41*,396*,15,,"",CC59,"Tested up to DLV, none found",,
38743,12,8000,99.97,1,3,1,8*,11,5,11,"","",CC12,"",TRUE,TRUE
38743,ND,1000,74.67,296*,3*,"",370*,11,5*,11*,,"",CC12,"Tested up to DLV, none found",,
38743,ND,2000,84.13,1*,3*,"",8*,11,5,11*,,"",CC12,"Tested up to DLV, none found",,
38743,ND,3000,85.39,1,3,"",8*,11,5,11*,,"",CC12,"Tested up to DLV, none found",,
38743,ND,4000,94.27,1,3,65*,8*,11,5,11,,"",CC12,"Tested up to DLV, none found",,
38743,ND,5000,99.61,1,3,65*,8*,11,5,11,,"",CC12,"Tested up to DLV, none found",,
38743,ND,6000,99.84,1,3,798*,8*,11,5,11,,"",CC12,"Tested up to DLV, none found",,
38743,ND,7000,99.97,1,3,232,8*,11,5,11,,"",CC12,"Tested up to DLV, none found",,
38744,12,4000,99,1*,3*,1*,8*,11,5*,11,"","",CC12,"",TRUE,TRUE
38744,12,5000,99.87,1,3*,1,8,11,5,11,"","",CC12,"",TRUE,TRUE
38744,12,6000,100,1,3,1,8,11,5,11,"","",CC12,"",TRUE,TRUE
38744,12,7000,100,1,3,1,8,11,5,11,"","",CC12,"",TRUE,TRUE
38744,12,8000,100,1,3,1,8,11,5,11,"","",CC12,"",TRUE,TRUE
38744,ND,1000,71.67,1*,779*,335*,408*,11,5*,11*,,"",CC12,"Tested up to DLV, none found",,
38744,ND,2000,87.09,1*,659*,335*,408*,11,5*,11*,,"",CC12,"Tested up to DLV, none found",,
38744,ND,3000,98.26,1*,3*,1*,408*,11,5*,11,"CC1,CC5","",CC12,"taken from DLV with 1,1 STs",FALSE,FALSE
38745,5,4000,99.36,1,4*,1*,4*,12,1,10,CC5,CC5,CC5,"",TRUE,TRUE
38745,5,5000,99.9,1,4,1*,4*,12,1,10,CC5,CC5,CC5,"",TRUE,TRUE
38745,5,6000,100,1,4,1,4,12,1,10,CC5,CC5,CC5,"",TRUE,TRUE
38745,5,7000,100,1,4,1,4,12,1,10,CC5,CC5,CC5,"",TRUE,TRUE
38745,5,8000,100,1,4,1,4,12,1,10,CC5,CC5,CC5,"",TRUE,TRUE
38745,7932,3000,98.42,1*,1105*,1*,4*,12,1*,10*,CC5,CC5,CC5,"",TRUE,TRUE
38745,ND,1000,68.83,975*,4*,712*,399*,12*,101*,17*,,CC5,CC5,"Tested up to DLV, none found",,
38745,ND,2000,85.64,1*,1105*,712*,512*,12*,101*,10*,,CC5,CC5,"Tested up to DLV, none found",,
38746,20,3000,98,4,9,1,8*,1*,10*,8*,"","",CC20,"",TRUE,TRUE
38746,20,4000,98.58,4,9,1,8*,1,10*,8,"","",CC20,"",TRUE,TRUE
38746,20,5000,99.68,4,9,1,8,1,10*,8,"","",CC20,"",TRUE,TRUE
38746,20,6000,99.97,4,9,1,8,1,10*,8,"","",CC20,"",TRUE,TRUE
38746,20,7000,100,4,9,1,8,1,10,8,"","",CC20,"",TRUE,TRUE
38746,20,8000,100,4,9,1,8,1,10,8,"","",CC20,"",TRUE,TRUE
38746,ND,1000,67.41,4*,9*,502*,"",1*,10*,8*,,"",CC20,"Tested up to DLV, none found",,
38746,ND,2000,83.92,4,9*,334*,317*,1*,10*,8*,,"",CC20,"Tested up to DLV, none found",,
38747,87,6000,100,19,23,15,2,41,20,15,"","",CC59,"",TRUE,TRUE
38747,87,7000,100,19,23,15,2,41,20,15,"","",CC59,"",TRUE,TRUE
38747,87,8000,100,19,23,15,2,41,20,15,"","",CC59,"",TRUE,TRUE
38747,ND,1000,65.29,19*,23*,79*,2*,41*,914*,104*,,"",CC59,"Tested up to DLV, none found",,
38747,ND,2000,80.04,19,23*,1003*,2*,41*,914*,951*,,"",CC59,"Tested up to DLV, none found",,
38747,ND,3000,95.49,19,23*,15*,2*,41*,288*,136*,,"",CC59,"Tested up to DLV, none found",,
38747,ND,4000,98.16,19,23,15*,2,41*,288*,578*,,"",CC59,"Tested up to DLV, none found",,
38747,ND,5000,99.39,19,23,15,2,41,20*,578*,,"",CC59,"Tested up to DLV, none found",,
38748,5,6000,99.97,1,4,1*,4,12,1,10,CC5,CC5,CC5,"",TRUE,TRUE
38748,5,7000,100,1,4,1,4,12,1,10,CC5,CC5,CC5,"",TRUE,TRUE
38748,5,8000,100,1,4,1,4,12,1,10,CC5,CC5,CC5,"",TRUE,TRUE
38748,ND,1000,75.11,1*,628*,811*,341*,184*,646*,10*,,CC5,CC5,"Tested up to DLV, none found",,
38748,ND,2000,94.66,1*,4*,811*,341*,12*,646*,10*,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
38748,ND,3000,97.78,1*,4*,811*,341*,12,646*,10*,CC5,CC5,CC5,taken from DLV with 1 STs,TRUE,TRUE
38748,ND,4000,99.2,1*,4,1*,4*,12,646*,10*,CC5,CC5,CC5,taken from SLV with 110 STs,TRUE,TRUE
38748,ND,5000,99.87,1*,4,1*,4*,12,646*,10,CC5,CC5,CC5,taken from SLV with 110 STs,TRUE,TRUE
38749,2403,4000,99.03,3*,3,1,1*,118*,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38749,8,5000,99.77,3*,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38749,8,6000,100,3,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38749,8,7000,100,3,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38749,8,8000,100,3,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38749,ND,1000,73.91,346*,487*,798*,1*,466*,93*,161*,,CC8,CC8,"Tested up to DLV, none found",,
38749,ND,2000,92.85,346*,3*,872*,1*,118*,4*,3*,CC8,CC8,CC8,taken from DLV with 1 STs,TRUE,TRUE
38749,ND,3000,95.94,751*,3*,1,1*,118*,4*,3,CC8,CC8,CC8,taken from SLV with 1 STs,TRUE,TRUE
38750,5780,4000,98.94,13*,13*,258*,1,12,11,13,CC15,CC15,CC15,"",TRUE,TRUE
38750,5780,5000,99.97,13,13*,258,1,12,11,13,CC15,CC15,CC15,"",TRUE,TRUE
38750,5780,6000,100,13,13,258,1,12,11,13,CC15,CC15,CC15,"",TRUE,TRUE
38750,5780,7000,100,13,13,258,1,12,11,13,CC15,CC15,CC15,"",TRUE,TRUE
38750,5780,8000,100,13,13,258,1,12,11,13,CC15,CC15,CC15,"",TRUE,TRUE
38750,ND,1000,70.03,13*,13*,258*,"",12*,11*,13*,CC15,CC15,CC15,taken from SLV with 1 STs,TRUE,TRUE
38750,ND,2000,87.72,13*,13*,258*,53*,12*,11*,13*,CC15,CC15,CC15,taken from SLV with 1 STs,TRUE,TRUE
38750,ND,3000,97.78,13*,13*,258*,53*,12,11,13*,CC15,CC15,CC15,taken from SLV with 1 STs,TRUE,TRUE
38751,8113,3000,99.42,3,37*,979,2,20*,26,32*,"","",CC398/CC5561,"",TRUE,TRUE
38751,8113,4000,99.84,3,37,979,2,20,26,32*,"","",CC398/CC5561,"",TRUE,TRUE
38751,8113,5000,100,3,37,979,2,20,26,32,"","",CC398/CC5561,"",TRUE,TRUE
38751,8113,6000,100,3,37,979,2,20,26,32,"","",CC398/CC5561,"",TRUE,TRUE
38751,8113,7000,100,3,37,979,2,20,26,32,"","",CC398/CC5561,"",TRUE,TRUE
38751,8113,8000,100,3,37,979,2,20,26,32,"","",CC398/CC5561,"",TRUE,TRUE
38751,ND,1000,71.95,616*,37*,571*,27*,580*,816*,32*,,"",CC398/CC5561,"Tested up to DLV, none found",,
38751,ND,2000,89.17,3*,37*,979,2*,20*,938*,32*,,"",CC398/CC5561,"Tested up to DLV, none found",,
38752,8,6000,100,3,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38752,8,7000,100,3,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38752,8,8000,100,3,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38752,ND,1000,81.89,178*,185*,798*,260*,4*,4*,3*,,CC8,CC8,"Tested up to DLV, none found",,
38752,ND,2000,95.85,178*,3*,798*,1*,4*,4*,3*,CC8,CC8,CC8,taken from SLV with 1 STs,TRUE,TRUE
38752,ND,3000,98.42,3*,3,423*,1,4*,4*,3*,CC8,CC8,CC8,taken from SLV with 110 STs,TRUE,TRUE
38752,ND,4000,99.36,6,3,423*,1,4*,4,3*,CC8,CC8,CC8,taken from SLV with 13 STs,TRUE,TRUE
38752,ND,5000,99.65,6,3,355*,1,4,4,3*,CC8,CC8,CC8,taken from SLV with 13 STs,TRUE,TRUE
38753,2660,2000,92.08,3*,3*,1*,1*,4*,4,312*,CC8,CC8,CC8,"",TRUE,TRUE
38753,8,3000,98.29,3,3*,1,1*,4*,4,3*,CC8,CC8,CC8,"",TRUE,TRUE
38753,8,4000,99.42,3,3*,1,1,4,4,3*,CC8,CC8,CC8,"",TRUE,TRUE
38753,8,5000,99.77,3,3,1,1,4,4,3*,CC8,CC8,CC8,"",TRUE,TRUE
38753,8,6000,99.81,3,3,1,1,4,4,3*,CC8,CC8,CC8,"",TRUE,TRUE
38753,8,7000,99.94,3,3,1,1,4,4,3*,CC8,CC8,CC8,"",TRUE,TRUE
38753,8,8000,100,3,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38753,ND,1000,67.06,124*,551*,345*,659*,111*,4*,312*,,CC8,CC8,"Tested up to DLV, none found",,
38754,8,3000,97.97,3,3*,1*,1*,4*,4*,3,CC8,CC8,CC8,"",TRUE,TRUE
38754,8,4000,99.9,3,3,1,1*,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38754,8,5000,100,3,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38754,8,6000,100,3,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38754,8,7000,100,3,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38754,8,8000,100,3,3,1,1,4,4,3,CC8,CC8,CC8,"",TRUE,TRUE
38754,ND,1000,50.91,528*,1153*,"",1*,337*,36*,458*,,CC8,CC8,"Tested up to DLV, none found",,
38754,ND,2000,91.11,3,3*,1*,1*,50*,4*,3*,CC8,CC8,CC8,taken from SLV with 107 STs,TRUE,TRUE
38755,59,3000,98.33,19*,23,15*,2,19*,20,15,"","",CC59,"",TRUE,TRUE
38755,59,4000,99.81,19,23,15,2,19*,20,15,"","",CC59,"",TRUE,TRUE
38755,59,5000,100,19,23,15,2,19,20,15,"","",CC59,"",TRUE,TRUE
38755,59,6000,100,19,23,15,2,19,20,15,"","",CC59,"",TRUE,TRUE
38755,59,7000,100,19,23,15,2,19,20,15,"","",CC59,"",TRUE,TRUE
38755,59,8000,100,19,23,15,2,19,20,15,"","",CC59,"",TRUE,TRUE
38755,6634,2000,96.46,19*,23,830*,2,19*,20*,15,"","",CC59,"",TRUE,TRUE
38755,ND,1000,83.15,3*,23*,830*,2*,695*,158*,15*,,"",CC59,"Tested up to DLV, none found",,
38756,88,3000,98.29,22,1,14*,23*,12,4*,31*,"","",CC78,"",TRUE,TRUE
38756,88,4000,99.23,22,1,14*,23*,12,4*,31*,"","",CC78,"",TRUE,TRUE
38756,88,5000,99.77,22,1,14*,23,12,4,31*,"","",CC78,"",TRUE,TRUE
38756,88,6000,99.9,22,1,14,23,12,4,31*,"","",CC78,"",TRUE,TRUE
38756,88,7000,99.94,22,1,14,23,12,4,31*,"","",CC78,"",TRUE,TRUE
38756,88,8000,99.94,22,1,14,23,12,4,31*,"","",CC78,"",TRUE,TRUE
38756,ND,1000,69.38,22*,1*,91*,509*,507*,703*,31*,,"",CC78,"Tested up to DLV, none found",,
38756,ND,2000,94.91,22*,1,14*,509*,12*,4*,31*,,"",CC78,"Tested up to DLV, none found",,
38757,106,3000,98.39,3*,1,14,15,11*,43*,3*,"","",CC101,"",TRUE,TRUE
38757,106,4000,99.45,3*,1,14,15,11*,43*,3*,"","",CC101,"",TRUE,TRUE
38757,106,5000,99.9,3*,1,14,15,11,43,3*,"","",CC101,"",TRUE,TRUE
38757,106,6000,99.97,3,1,14,15,11,43,3*,"","",CC101,"",TRUE,TRUE
38757,106,7000,99.97,3,1,14,15,11,43,3*,"","",CC101,"",TRUE,TRUE
38757,106,8000,100,3,1,14,15,11,43,3,"","",CC101,"",TRUE,TRUE
38757,ND,1000,71.45,147*,1*,845*,482*,11*,43*,413*,,"",CC101,"Tested up to DLV, none found",,
38757,ND,2000,96.17,3*,1,14*,15,11*,43*,148*,,"",CC101,"Tested up to DLV, none found",,
38758,87,2000,92.34,19*,23*,15*,2*,41,20*,15*,"","",CC59,"",TRUE,TRUE
38758,87,4000,98.16,19*,23*,15,2,41,20,15,"","",CC59,"",TRUE,TRUE
38758,87,5000,99.97,19*,23,15,2,41,20,15,"","",CC59,"",TRUE,TRUE
38758,87,6000,99.97,19*,23,15,2,41,20,15,"","",CC59,"",TRUE,TRUE
38758,87,7000,100,19,23,15,2,41,20,15,"","",CC59,"",TRUE,TRUE
38758,87,8000,100,19,23,15,2,41,20,15,"","",CC59,"",TRUE,TRUE
38758,ND,1000,82.74,19*,23*,1007*,2*,57*,20*,506*,,"",CC59,"Tested up to DLV, none found",,
38758,ND,3000,94.3,19*,133*,15*,2,41,20*,15,,"",CC59,"Tested up to DLV, none found",,
38759,5,3000,99.61,1,4,1,4,12*,1*,10,CC5,CC5,CC5,"",TRUE,TRUE
38759,5,4000,99.87,1,4,1,4,12,1*,10,CC5,CC5,CC5,"",TRUE,TRUE
38759,5,5000,99.94,1,4,1,4,12,1*,10,CC5,CC5,CC5,"",TRUE,TRUE
38759,5,6000,100,1,4,1,4,12,1,10,CC5,CC5,CC5,"",TRUE,TRUE
38759,5,7000,100,1,4,1,4,12,1,10,CC5,CC5,CC5,"",TRUE,TRUE
38759,5,8000,100,1,4,1,4,12,1,10,CC5,CC5,CC5,"",TRUE,TRUE
38759,965,2000,97.59,1*,4,1,4*,119*,1*,10*,CC5,CC5,CC5,"",TRUE,TRUE
38759,ND,1000,84.26,717*,4*,1*,382*,119*,22*,346*,,CC5,CC5,"Tested up to DLV, none found",,
38760,87,5000,98.04,19,23,15,2,41,20,15*,"","",CC59,"",TRUE,TRUE
38760,87,6000,98.04,19,23,15,2,41,20,15*,"","",CC59,"",TRUE,TRUE
38760,ND,1000,75.36,19*,23*,15*,95*,836*,20*,1088*,,"",CC59,"Tested up to DLV, none found",,
38760,ND,2000,95.27,19*,23*,15,95*,41*,20*,1088*,,"",CC59,"Tested up to DLV, none found",,
38760,ND,3000,97.62,19,23*,15,2,41*,20,1088*,,"",CC59,"Tested up to DLV, none found",,
38760,ND,4000,97.91,19,23,15,2,41,20,1088*,,"",CC59,"Tested up to DLV, none found",,
38760,ND,7000,98.1,19,23,15,2,41,20,526*,,"",CC59,"Tested up to DLV, none found",,
38760,ND,8000,98.2,19,23,15,2,41,20,526*,,"",CC59,"Tested up to DLV, none found",,
38761,8120,2000,89.12,4*,1*,980*,1*,5*,5*,4*,"","",CC25,"",TRUE,TRUE
38761,8120,3000,98.07,4*,1*,980*,1,5*,5*,4,"","",CC25,"",TRUE,TRUE
38761,8120,4000,99.2,4,1*,980*,1,5,5*,4,"","",CC25,"",TRUE,TRUE
38761,8120,5000,100,4,1,980,1,5,5,4,"","",CC25,"",TRUE,TRUE
38761,8120,6000,100,4,1,980,1,5,5,4,"","",CC25,"",TRUE,TRUE
38761,8120,7000,100,4,1,980,1,5,5,4,"","",CC25,"",TRUE,TRUE
38761,8120,8000,100,4,1,980,1,5,5,4,"","",CC25,"",TRUE,TRUE
38761,ND,1000,67.16,4*,28*,4*,1*,587*,228*,4*,,"",CC25,"Tested up to DLV, none found",,
38762,59,2000,97.39,19,23*,15,2*,19*,20,15*,"","",CC59,"",TRUE,TRUE
38762,59,3000,99.2,19,23,15,2*,19*,20,15*,"","",CC59,"",TRUE,TRUE
38762,59,4000,99.94,19,23,15,2,19,20,15*,"","",CC59,"",TRUE,TRUE
38762,59,5000,100,19,23,15,2,19,20,15,"","",CC59,"",TRUE,TRUE
38762,59,6000,100,19,23,15,2,19,20,15,"","",CC59,"",TRUE,TRUE
38762,59,7000,100,19,23,15,2,19,20,15,"","",CC59,"",TRUE,TRUE
38762,59,8000,100,19,23,15,2,19,20,15,"","",CC59,"",TRUE,TRUE
38762,ND,1000,79.16,19,970*,15*,2*,19*,347*,"",,"",CC59,"Tested up to DLV, none found",,
38763,25,2000,95.01,4*,1*,4,1*,5*,5*,4,"","",CC25,"",TRUE,TRUE
38763,25,3000,98.42,4,1,4,1*,5*,5,4,"","",CC25,"",TRUE,TRUE
38763,25,4000,99.94,4,1,4,1*,5,5,4,"","",CC25,"",TRUE,TRUE
38763,25,5000,99.94,4,1,4,1*,5,5,4,"","",CC25,"",TRUE,TRUE
38763,25,6000,100,4,1,4,1,5,5,4,"","",CC25,"",TRUE,TRUE
38763,25,7000,100,4,1,4,1,5,5,4,"","",CC25,"",TRUE,TRUE
38763,25,8000,100,4,1,4,1,5,5,4,"","",CC25,"",TRUE,TRUE
38763,ND,1000,77.08,4*,1*,4*,1*,384*,5*,4*,CC97,"",CC25,taken from DLV with 4 STs,FALSE,TRUE
38764,7870,2000,93.66,902*,5*,6*,2,7*,7,5*,CC121,CC121,CC121,"",TRUE,TRUE
38764,7870,3000,98.49,902*,5*,6,2,7*,7,5*,CC121,CC121,CC121,"",TRUE,TRUE
38764,7870,4000,99.16,902*,5*,6,2,7*,7,5,CC121,CC121,CC121,"",TRUE,TRUE
38764,7870,5000,100,902,5,6,2,7,7,5,CC121,CC121,CC121,"",TRUE,TRUE
38764,7870,6000,100,902,5,6,2,7,7,5,CC121,CC121,CC121,"",TRUE,TRUE
38764,7870,7000,100,902,5,6,2,7,7,5,CC121,CC121,CC121,"",TRUE,TRUE
38764,7870,8000,100,902,5,6,2,7,7,5,CC121,CC121,CC121,"",TRUE,TRUE
38764,ND,1000,71.7,902*,5*,11*,2*,278*,7*,5*,CC121,CC121,CC121,taken from DLV with 1 STs,TRUE,TRUE
38765,7871,2000,98.39,612,13*,1*,1,12*,11*,13*,CC15,CC15,CC15,"",TRUE,TRUE
38765,7871,3000,99.29,612,13*,1,1,12,11,13*,CC15,CC15,CC15,"",TRUE,TRUE
38765,7871,4000,99.94,612,13*,1,1,12,11,13,CC15,CC15,CC15,"",TRUE,TRUE
38765,7871,5000,100,612,13,1,1,12,11,13,CC15,CC15,CC15,"",TRUE,TRUE
38765,7871,6000,100,612,13,1,1,12,11,13,CC15,CC15,CC15,"",TRUE,TRUE
38765,7871,7000,100,612,13,1,1,12,11,13,CC15,CC15,CC15,"",TRUE,TRUE
38765,7871,8000,100,612,13,1,1,12,11,13,CC15,CC15,CC15,"",TRUE,TRUE
38765,ND,1000,74.94,612*,13*,293*,1*,984*,11*,13*,CC15,CC15,CC15,taken from DLV with 1 STs,TRUE,TRUE
38766,15,3000,96.97,13,13,1*,1,12,11*,13*,CC15,CC15,CC15,"",TRUE,TRUE
38766,15,4000,99,13,13,1,1,12,11*,13*,CC15,CC15,CC15,"",TRUE,TRUE
38766,15,5000,99.81,13,13,1,1,12,11*,13*,CC15,CC15,CC15,"",TRUE,TRUE
38766,15,6000,99.87,13,13,1,1,12,11*,13,CC15,CC15,CC15,"",TRUE,TRUE
38766,15,7000,99.94,13,13,1,1,12,11*,13,CC15,CC15,CC15,"",TRUE,TRUE
38766,15,8000,99.97,13,13,1,1,12,11*,13,CC15,CC15,CC15,"",TRUE,TRUE
38766,5229,2000,89.57,13,13*,1*,1,12*,581*,13*,CC15,CC15,CC15,"",TRUE,TRUE
38766,ND,1000,68.47,13*,13*,636*,585*,620*,29*,151*,,CC15,CC15,"Tested up to DLV, none found",,
38767,97,4000,99.74,3*,1,1,1,1*,5*,3*,CC97,CC97,CC97,"",TRUE,TRUE
38767,97,5000,99.84,3*,1,1,1,1*,5,3*,CC97,CC97,CC97,"",TRUE,TRUE
38767,97,6000,99.97,3,1,1,1,1,5,3*,CC97,CC97,CC97,"",TRUE,TRUE
38767,97,7000,100,3,1,1,1,1,5,3,CC97,CC97,CC97,"",TRUE,TRUE
38767,97,8000,100,3,1,1,1,1,5,3,CC97,CC97,CC97,"",TRUE,TRUE
38767,ND,1000,80.1,147*,1*,1*,343*,428*,5*,3*,CC97,CC97,CC97,taken from DLV with 1 STs,TRUE,TRUE
38767,ND,2000,94.78,3*,1*,1*,1*,683*,760*,3*,"CC15,CC8,CC97",CC97,CC97,"taken from DLV with 1,4,59 STs",TRUE,FALSE
38767,ND,3000,97.49,3*,1,1,1,683*,5*,3*,CC97,CC97,CC97,taken from SLV with 31 STs,TRUE,TRUE
38768,4066,4000,99.71,1,4,65*,4,12*,1,10,CC5,CC5,CC5,"",TRUE,TRUE
