"Isolate.name","MLST.CC","pubmlst_id","CC_filled","has_disagreement"
"ERR3826276","CC5",NA,"CC5",FALSE
"ERR3826277","CC22",NA,"CC22",FALSE
"ERR3826278","CC8",NA,"CC8",FALSE
"ERR3826279","CC45",NA,"CC45",FALSE
"ERR3826280","CC5",NA,"CC5",FALSE
"ERR3826281","CC22",NA,"CC22",FALSE
"ERR3826282","CC6",NA,"CC6",FALSE
"ERR3826283","CC22",NA,"CC22",FALSE
"ERR3826284","CC121",NA,"CC121",FALSE
"ERR3826285","CC22",NA,"CC22",FALSE
"ERR3826286","CC22",NA,"CC22",FALSE
"ERR3826287","CC22",NA,"CC22",FALSE
"ERR3826288","CC22",NA,"CC22",FALSE
"ERR3826289","CC45",NA,"CC45",FALSE
"ERR3826290","CC22",NA,"CC22",FALSE
"ERR3826291","CC15",NA,"CC15",FALSE
"ERR3826292","CC22",NA,"CC22",FALSE
"ERR3826293","CC22",NA,"CC22",FALSE
"ERR3826295","CC22",NA,"CC22",FALSE
"ERR3826296","CC6",NA,"CC6",FALSE
"ERR3826297","CC45",NA,"CC45",FALSE
"ERR3826298","CC22",NA,"CC22",FALSE
"ERR3826299","CC22",NA,"CC22",FALSE
"ERR3826300","CC22",NA,"CC22",FALSE
"ERR3826301","CC45",NA,"CC45",FALSE
"ERR3826302","CC22",NA,"CC22",FALSE
"ERR3826303","CC59",NA,"CC59",FALSE
"ERR3826305","CC5",NA,"CC5",FALSE
"ERR3826306","CC22",NA,"CC22",FALSE
"ERR3826307","CC8",NA,"CC8",FALSE
"ERR3826308","CC22",NA,"CC22",FALSE
"ERR3826309","CC22",NA,"CC22",FALSE
"ERR3826310","CC6",NA,"CC6",FALSE
"ERR3826311","CC22",NA,"CC22",FALSE
"ERR3826312","CC22",NA,"CC22",FALSE
"ERR3826313","CC6",NA,"CC6",FALSE
"ERR3826314","CC22",NA,"CC22",FALSE
"ERR3826315","CC45",NA,"CC45",FALSE
"ERR3826316","CC22",NA,"CC22",FALSE
"ERR3826317","CC45",NA,"CC45",FALSE
"ERR3826318","CC22",NA,"CC22",FALSE
"ERR3826319","CC22",NA,"CC22",FALSE
"ERR3826320","CC22",NA,"CC22",FALSE
"ERR3826321","CC45",NA,"CC45",FALSE
"ERR3826322","CC22",NA,"CC22",FALSE
"ERR3826323","CC22",NA,"CC22",FALSE
"ERR3826324","CC22",NA,"CC22",FALSE
"ERR3826325","CC5",NA,"CC5",FALSE
"ERR3826326","CC5",NA,"CC5",FALSE
"ERR3826327","CC22",NA,"CC22",FALSE
"ERR3826328","CC22",NA,"CC22",FALSE
"ERR3826329","CC59",NA,"CC59",FALSE
"ERR3826330","CC22",NA,"CC22",FALSE
"ERR3826331","CC22",NA,"CC22",FALSE
"ERR3826332","CC59",NA,"CC59",FALSE
"ERR3826333","CC15",NA,"CC15",FALSE
"ERR3826334","CC22",NA,"CC22",FALSE
"ERR3826335","CC5",NA,"CC5",FALSE
"ERR3826336","CC22",NA,"CC22",FALSE
"ERR3826337","CC6",NA,"CC6",FALSE
"ERR3826338","CC8",NA,"CC8",FALSE
"ERR3826339","CC8",NA,"CC8",FALSE
"ERR3826340","CC45",NA,"CC45",FALSE
"ERR3826341","CC71",NA,"CC71",FALSE
"ERR3826342","CC22",NA,"CC22",FALSE
"ERR3826343","CC22",NA,"CC22",FALSE
"ERR3826344","CC8",NA,"CC8",FALSE
"ERR3826345","CC22",NA,"CC22",FALSE
"ERR3826346","CC71",NA,"CC71",FALSE
"ERR3826347","CC8",NA,"CC8",FALSE
"ERR3826348","CC5",NA,"CC5",FALSE
"ERR3826349","CC22",NA,"CC22",FALSE
"ERR3826350","CC22",NA,"CC22",FALSE
"ERR3826351","CC59",NA,"CC59",FALSE
"ERR3826352","CC22",NA,"CC22",FALSE
"ERR3826353","CC22",NA,"CC22",FALSE
"ERR3826354","CC22",NA,"CC22",FALSE
"ERR3826355","CC71",NA,"CC71",FALSE
"ERR3826356","CC59",NA,"CC59",FALSE
"ERR3826357","CC22",NA,"CC22",FALSE
"ERR3826358","CC5",NA,"CC5",FALSE
"ERR3826360","CC22",NA,"CC22",FALSE
"ERR3826361","CC45",NA,"CC45",FALSE
"ERR3826362","CC45",NA,"CC45",FALSE
"ERR3826363","CC22",NA,"CC22",FALSE
"ERR3826364","CC1",NA,"CC1",FALSE
"ERR3826365","CC78",NA,"CC78",FALSE
"ERR3826366","CC6",NA,"CC6",FALSE
"ERR3826367","CC78",NA,"CC78",FALSE
"ERR3826368","CC22",NA,"CC22",FALSE
"ERR3826369","CC22",NA,"CC22",FALSE
"ERR3826370","CC22",NA,"CC22",FALSE
"ERR3826371","CC45",NA,"CC45",FALSE
"ERR3826372","CC5",NA,"CC5",FALSE
"ERR3826373","CC22",NA,"CC22",FALSE
"ERR3826374","CC6",NA,"CC6",FALSE
"ERR3826375","CC22",NA,"CC22",FALSE
"ERR3826376","CC22",NA,"CC22",FALSE
"ERR3826377","CC22",NA,"CC22",FALSE
"ERR3826378","CC15",NA,"CC15",FALSE
"ERR3826379","CC22",NA,"CC22",FALSE
"ERR3826380","CC22",NA,"CC22",FALSE
"ERR3826381","CC22",NA,"CC22",FALSE
"ERR3826382","CC22",NA,"CC22",FALSE
"ERR3826383","CC59",NA,"CC59",FALSE
"ERR3826384","CC22",NA,"CC22",FALSE
"ERR3826385","CC22",NA,"CC22",FALSE
"ERR3826386","CC22",NA,"CC22",FALSE
"ERR3826387","CC22",NA,"CC22",FALSE
"ERR3826388","CC22",NA,"CC22",FALSE
"ERR3826389","CC5",NA,"CC5",FALSE
"ERR3826390","CC45",NA,"CC45",FALSE
"ERR3826391","CC5",NA,"CC5",FALSE
"ERR3826392","CC45",NA,"CC45",FALSE
"ERR3826393","CC22",NA,"CC22",FALSE
"ERR3826394","CC22",NA,"CC22",FALSE
"ERR3826395","CC59",NA,"CC59",FALSE
"ERR3826396","CC45",NA,"CC45",FALSE
"ERR3826397","CC1",NA,"CC1",FALSE
"ERR3826398","CC22",NA,"CC22",FALSE
"ERR3826399","CC1",NA,"CC1",FALSE
"ERR3826400","CC30",NA,"CC30",FALSE
"ERR3826401","CC5",NA,"CC5",FALSE
"ERR3826402","CC12",NA,"CC12",FALSE
"ERR3826403","CC45",NA,"CC45",FALSE
"ERR3826404","CC22",NA,"CC22",FALSE
"ERR3826405","CC71",NA,"CC71",FALSE
"ERR3826406","CC30",NA,"CC30",FALSE
"ERR3826407","CC22",NA,"CC22",FALSE
"ERR3826408","CC22",NA,"CC22",FALSE
"ERR3826409","CC45",NA,"CC45",FALSE
"ERR3826410","CC30",NA,"CC30",FALSE
"ERR3826411","CC22",NA,"CC22",FALSE
"ERR3826412","CC1",NA,"CC1",FALSE
"ERR3826413","CC45",NA,"CC45",FALSE
"ERR3826414","CC22",NA,"CC22",FALSE
"ERR3826415","CC22",NA,"CC22",FALSE
"ERR3826416","CC22",NA,"CC22",FALSE
"ERR3826417","CC22",NA,"CC22",FALSE
"ERR3826418","CC59",NA,"CC59",FALSE
"ERR3826419","CC5",NA,"CC5",FALSE
"ERR3826420","CC5",NA,"CC5",FALSE
"ERR3826421","CC130",NA,"CC130",FALSE
"ERR3826422","CC59",NA,"CC59",FALSE
"ERR3826423","CC30",NA,"CC30",FALSE
"ERR3826424","CC59",NA,"CC59",FALSE
"ERR3826425","CC398/CC5561",NA,"CC398/CC5561",FALSE
"ERR3826426","CC30",NA,"CC30",FALSE
"ERR3826427","CC22",NA,"CC22",FALSE
"ERR3826429","CC1",NA,"CC1",FALSE
"ERR3826430","CC59",NA,"CC59",FALSE
"ERR3826431","CC22",NA,"CC22",FALSE
"ERR3826432","CC59",NA,"CC59",FALSE
"ERR3826433","CC30",NA,"CC30",FALSE
"ERR3826434","CC59",NA,"CC59",FALSE
"ERR3826435","CC6",NA,"CC6",FALSE
"ERR3826436","CC72",NA,"CC72",FALSE
"ERR3826437","CC22",NA,"CC22",FALSE
"ERR3826438","CC45",NA,"CC45",FALSE
"ERR3826439","CC22",NA,"CC22",FALSE
"ERR3826440","CC45",NA,"CC45",FALSE
"ERR3826441","CC22",NA,"CC22",FALSE
"ERR3826442","CC59",NA,"CC59",FALSE
"ERR3826443","CC22",NA,"CC22",FALSE
"ERR3826444","CC22",NA,"CC22",FALSE
"ERR3826445","CC22",NA,"CC22",FALSE
"ERR3826446","CC45",NA,"CC45",FALSE
"ERR3826447","CC22",NA,"CC22",FALSE
"ERR3826448","CC22",NA,"CC22",FALSE
"ERR3826449","CC22",NA,"CC22",FALSE
"ERR3826450","CC22",NA,"CC22",FALSE
"ERR3826452","CC5",NA,"CC5",FALSE
"ERR3826453","CC45",NA,"CC45",FALSE
"ERR3826455","CC1",NA,"CC1",FALSE
"ERR3826456","CC45",NA,"CC45",FALSE
"ERR3826457","CC22",NA,"CC22",FALSE
"ERR3826458","CC45",NA,"CC45",FALSE
"ERR3826459","CC45",NA,"CC45",FALSE
"ERR3826460","CC22",NA,"CC22",FALSE
"ERR3826461","CC30",NA,"CC30",FALSE
"ERR3826462","CC22",NA,"CC22",FALSE
"ERR3826463","CC22",NA,"CC22",FALSE
"ERR3826464","CC45",NA,"CC45",FALSE
"ERR3826465","CC6",NA,"CC6",FALSE
"ERR3826466","CC22",NA,"CC22",FALSE
"ERR3826467","CC22",NA,"CC22",FALSE
"ERR3826468","CC8",NA,"CC8",FALSE
"ERR3826469","CC22",NA,"CC22",FALSE
"ERR3826470","CC398/CC5561",NA,"CC398/CC5561",FALSE
"ERR3826471","CC22",NA,"CC22",FALSE
"ERR3826472","CC30",NA,"CC30",FALSE
"ERR3826473","CC22",NA,"CC22",FALSE
"ERR3826474","CC22",NA,"CC22",FALSE
"ERR3826475","CC130",NA,"CC130",FALSE
"ERR3826476","CC22",NA,"CC22",FALSE
"ERR3826477","CC22",NA,"CC22",FALSE
"ERR3826478","CC59",NA,"CC59",FALSE
"ERR3826479","CC45",NA,"CC45",FALSE
"ERR3826480","CC22",NA,"CC22",FALSE
"ERR3826481","CC45",NA,"CC45",FALSE
"ERR3826482","CC22",NA,"CC22",FALSE
"ERR3826483","CC22",NA,"CC22",FALSE
"ERR3826484","CC15",NA,"CC15",FALSE
"ERR3826485","CC45",NA,"CC45",FALSE
"ERR3826486","CC22",NA,"CC22",FALSE
"ERR3826487","CC30",NA,"CC30",FALSE
"ERR3826488","CC22",NA,"CC22",FALSE
"ERR3826489","CC59",NA,"CC59",FALSE
"ERR3826490","CC22",NA,"CC22",FALSE
"ERR3826491","CC22",NA,"CC22",FALSE
"ERR3826493","CC22",NA,"CC22",FALSE
"ERR3826494","CC22",NA,"CC22",FALSE
"ERR3826495","CC22",NA,"CC22",FALSE
"ERR3826496","CC22",NA,"CC22",FALSE
"ERR3826497","CC22",NA,"CC22",FALSE
"ERR3826499","CC22",NA,"CC22",FALSE
"ERR3826500","CC5",NA,"CC5",FALSE
"ERR3826501","CC22",NA,"CC22",FALSE
"ERR3826502","CC22",NA,"CC22",FALSE
"ERR3826503","CC5",NA,"CC5",FALSE
"ERR3826504","CC22",NA,"CC22",FALSE
"ERR3826505","CC22",NA,"CC22",FALSE
"ERR3826506","CC5",NA,"CC5",FALSE
"ERR3826507","CC772/CC834",NA,"CC772/CC834",FALSE
"ERR3826508","CC22",NA,"CC22",FALSE
"ERR3826509","CC5",NA,"CC5",FALSE
"ERR3826511","CC45",NA,"CC45",FALSE
"ERR3826512","CC8",NA,"CC8",FALSE
"ERR3826513","CC6",NA,"CC6",FALSE
"ERR3826514","CC22",NA,"CC22",FALSE
"ERR3826515","CC22",NA,"CC22",FALSE
"ERR3826516","CC5",NA,"CC5",FALSE
"ERR3826517","CC71",NA,"CC71",FALSE
"ERR3826518","CC22",NA,"CC22",FALSE
"ERR3826519","CC59",NA,"CC59",FALSE
"ERR3826520","CC22",NA,"CC22",FALSE
"ERR3826521","CC22",NA,"CC22",FALSE
"ERR3826522","CC22",NA,"CC22",FALSE
"ERR3826523","CC22",NA,"CC22",FALSE
"ERR3826524","CC45",NA,"CC45",FALSE
"ERR3826525","CC22",NA,"CC22",FALSE
"ERR3826526","CC22",NA,"CC22",FALSE
"ERR3826527","CC22",NA,"CC22",FALSE
"ERR3826528","CC22",NA,"CC22",FALSE
"ERR3826529","CC6",NA,"CC6",FALSE
"ERR3826530","CC22",NA,"CC22",FALSE
"ERR3826531","CC8",NA,"CC8",FALSE
"ERR3826532","CC22",NA,"CC22",FALSE
"ERR3826533","CC22",NA,"CC22",FALSE
"ERR3826534","CC22",NA,"CC22",FALSE
"ERR3826535","CC59",NA,"CC59",FALSE
"ERR3826536","CC22",NA,"CC22",FALSE
"ERR3826537","CC5",NA,"CC5",FALSE
"ERR3826538","CC22",NA,"CC22",FALSE
"ERR3826539","CC59",NA,"CC59",FALSE
"ERR3826540","CC5",NA,"CC5",FALSE
"ERR3826541","CC22",NA,"CC22",FALSE
"ERR3826542","CC45",NA,"CC45",FALSE
"ERR3826543","CC22",NA,"CC22",FALSE
"ERR3826544","CC45",NA,"CC45",FALSE
"ERR3826545","CC22",NA,"CC22",FALSE
"ERR3826546","CC45",NA,"CC45",FALSE
"ERR3826547","CC59",NA,"CC59",FALSE
"ERR3826548","CC22",NA,"CC22",FALSE
"ERR3826549","CC45",NA,"CC45",FALSE
"ERR3826550","CC789",NA,"CC789",FALSE
"ERR3826551","CC22",NA,"CC22",FALSE
"ERR3826552","CC59",NA,"CC59",FALSE
"ERR3826553","CC22",NA,"CC22",FALSE
"ERR3826554","CC22",NA,"CC22",FALSE
"ERR3826555","CC45",NA,"CC45",FALSE
"ERR3826556","CC8",NA,"CC8",FALSE
"ERR3826557","CC22",NA,"CC22",FALSE
"ERR3826558","CC398/CC5561",NA,"CC398/CC5561",FALSE
"ERR3826559","CC22",NA,"CC22",FALSE
"ERR3826560","CC30",NA,"CC30",FALSE
"ERR3826561","CC72",NA,"CC72",FALSE
"ERR3826562","CC22",NA,"CC22",FALSE
"ERR3826563","CC22",NA,"CC22",FALSE
"ERR3826564","CC22",NA,"CC22",FALSE
"ERR3826565","CC22",NA,"CC22",FALSE
"ERR3826566","CC22",NA,"CC22",FALSE
"ERR3826567","CC22",NA,"CC22",FALSE
"ERR3826568","CC59",NA,"CC59",FALSE
"ERR3826569","CC45",NA,"CC45",FALSE
"ERR3826570","CC30",NA,"CC30",FALSE
"ERR3826571","CC22",NA,"CC22",FALSE
"ERR3826572","CC59",NA,"CC59",FALSE
"ERR3826573","CC45",NA,"CC45",FALSE
"ERR3826574","CC45",NA,"CC45",FALSE
"ERR3826575","CC30",NA,"CC30",FALSE
"ERR3826576","CC22",NA,"CC22",FALSE
"ERR3826577","CC22",NA,"CC22",FALSE
"ERR3826578","CC22",NA,"CC22",FALSE
"ERR3826579","CC45",NA,"CC45",FALSE
"ERR3826580","CC22",NA,"CC22",FALSE
"ERR3826581","CC22",NA,"CC22",FALSE
"ERR3826582","CC5",NA,"CC5",FALSE
"ERR3826583","CC22",NA,"CC22",FALSE
"ERR3826584","CC22",NA,"CC22",FALSE
"ERR3826585","CC22",NA,"CC22",FALSE
"ERR3826586","CC6",NA,"CC6",FALSE
"ERR3826587","CC22",NA,"CC22",FALSE
"ERR3826588","CC30",NA,"CC30",FALSE
"ERR3826589","CC22",NA,"CC22",FALSE
"ERR3826590","CC22",NA,"CC22",FALSE
"ERR3826591","CC45",NA,"CC45",FALSE
"ERR3826592","CC22",NA,"CC22",FALSE
"ERR3826593","CC45",NA,"CC45",FALSE
"ERR3826594","CC22",NA,"CC22",FALSE
"ERR3826595","CC80",NA,"CC80",FALSE
"ERR3826596","CC22",NA,"CC22",FALSE
"ERR3826597","CC5",NA,"CC5",FALSE
"ERR3826598","CC22",NA,"CC22",FALSE
"ERR3826599","CC22",NA,"CC22",FALSE
"ERR3826600","CC22",NA,"CC22",FALSE
"ERR3826602","CC22",NA,"CC22",FALSE
"ERR3826603","CC789",NA,"CC789",FALSE
"ERR3826604","CC779",NA,"CC779",FALSE
"ERR3826606","CC5",NA,"CC5",FALSE
"ERR3826607","CC45",NA,"CC45",FALSE
"ERR3826608","CC1",NA,"CC1",FALSE
"ERR3826610","CC1",NA,"CC1",FALSE
"ERR3826611","CC22",NA,"CC22",FALSE
"ERR3826612","CC22",NA,"CC22",FALSE
"ERR3826613","CC22",NA,"CC22",FALSE
"ERR3826616","CC772/CC834",NA,"CC772/CC834",FALSE
"ERR3826618","CC45",NA,"CC45",FALSE
"ERR3826619","CC59",NA,"CC59",FALSE
"ERR3826620","CC22",NA,"CC22",FALSE
"ERR3826621","CC22",NA,"CC22",FALSE
"ERR3826622","CC1",NA,"CC1",FALSE
"ERR3826623","CC121",NA,"CC121",FALSE
"ERR3826624","CC45",NA,"CC45",FALSE
"ERR3826625","CC1",NA,"CC1",FALSE
"ERR3826626","CC59",NA,"CC59",FALSE
"ERR3826627","CC22",NA,"CC22",FALSE
"ERR3826628","CC22",NA,"CC22",FALSE
"ERR3826629","CC45",NA,"CC45",FALSE
"ERR3826630","CC22",NA,"CC22",FALSE
"ERR3826631","CC1",NA,"CC1",FALSE
"ERR3826632","CC30",NA,"CC30",FALSE
"ERR3826633","CC5",NA,"CC5",FALSE
"ERR3826634","CC22",NA,"CC22",FALSE
"ERR3826635","CC22",NA,"CC22",FALSE
"ERR3826636","CC22",NA,"CC22",FALSE
"ERR3826637","CC1",NA,"CC1",FALSE
"ERR3826638","CC789",NA,"CC789",FALSE
"ERR3826639","CC72",NA,"CC72",FALSE
"ERR3826640","CC22",NA,"CC22",FALSE
"ERR3826641","CC398/CC5561",NA,"CC398/CC5561",FALSE
"ERR3826642","CC8",NA,"CC8",FALSE
"ERR3826643","CC1",NA,"CC1",FALSE
"ERR3826644","CC22",NA,"CC22",FALSE
"ERR3826645","CC59",NA,"CC59",FALSE
"ERR3826646","CC22",NA,"CC22",FALSE
"ERR3826647","CC80",NA,"CC80",FALSE
"ERR3826648","CC8",NA,"CC8",FALSE
"ERR3826649","CC22",NA,"CC22",FALSE
"ERR3826650","CC22",NA,"CC22",FALSE
"ERR3826651","CC22",NA,"CC22",FALSE
"ERR3826652","CC6",NA,"CC6",FALSE
"ERR3826653","CC22",NA,"CC22",FALSE
"ERR3826654","CC22",NA,"CC22",FALSE
"ERR3826655","CC22",NA,"CC22",FALSE
"ERR3826657","CC8",NA,"CC8",FALSE
"ERR3826658","CC1",NA,"CC1",FALSE
"ERR3826659","CC22",NA,"CC22",FALSE
"ERR3826660","CC22",NA,"CC22",FALSE
"ERR3826661","CC59",NA,"CC59",FALSE
"ERR3826662","CC45",NA,"CC45",FALSE
"ERR3826663","CC22",NA,"CC22",FALSE
"ERR3826664","CC22",NA,"CC22",FALSE
"ERR3826665","CC22",NA,"CC22",FALSE
"ERR3826666","CC22",NA,"CC22",FALSE
"ERR3826667","CC22",NA,"CC22",FALSE
"ERR3826668","CC22",NA,"CC22",FALSE
"ERR3826669","CC59",NA,"CC59",FALSE
"ERR3826670","CC22",NA,"CC22",FALSE
"ERR3826671","CC59",NA,"CC59",FALSE
"ERR3826672","CC22",NA,"CC22",FALSE
"ERR3826673","CC5",NA,"CC5",FALSE
"ERR3826674","CC22",NA,"CC22",FALSE
"ERR3826675","CC5",NA,"CC5",FALSE
"ERR3826676","CC22",NA,"CC22",FALSE
"ERR3826677","CC15",NA,"CC15",FALSE
"ERR3826678","CC45",NA,"CC45",FALSE
"ERR3826679","CC45",NA,"CC45",FALSE
"ERR3826680","CC5",NA,"CC5",FALSE
"ERR3826681","CC30",NA,"CC30",FALSE
"ERR3826683","CC130",NA,"CC130",FALSE
"ERR3826684","CC8",NA,"CC8",FALSE
"ERR3826685","CC22",NA,"CC22",FALSE
"ERR3826686","CC425",NA,"CC425",FALSE
"ERR3826687","CC22",NA,"CC22",FALSE
"ERR3826688","CC22",NA,"CC22",FALSE
"ERR3826689","CC22",NA,"CC22",FALSE
"ERR3826690","CC5",NA,"CC5",FALSE
"ERR3826691","CC45",NA,"CC45",FALSE
"ERR3826692","CC45",NA,"CC45",FALSE
"ERR3826693","CC22",NA,"CC22",FALSE
"ERR3826694","CC22",NA,"CC22",FALSE
"ERR3826695","CC22",NA,"CC22",FALSE
"ERR3826696","CC22",NA,"CC22",FALSE
"ERR3826697","CC22",NA,"CC22",FALSE
"ERR3826698","CC80",NA,"CC80",FALSE
"ERR3826699","CC5",NA,"CC5",FALSE
"ERR3826700","CC5",NA,"CC5",FALSE
"ERR3826701","CC22",NA,"CC22",FALSE
"ERR3826702","CC22",NA,"CC22",FALSE
"ERR3826703","CC72",NA,"CC72",FALSE
"ERR3826704","CC45",NA,"CC45",FALSE
"ERR3826705","CC45",NA,"CC45",FALSE
"ERR3826706","CC6",NA,"CC6",FALSE
"ERR3826707","CC1",NA,"CC1",FALSE
"ERR3826708","CC59",NA,"CC59",FALSE
"ERR3826709","CC45",NA,"CC45",FALSE
"ERR3826710","CC1",NA,"CC1",FALSE
"ERR3826711","CC772/CC834",NA,"CC772/CC834",FALSE
"ERR3826712","CC5",NA,"CC5",FALSE
"ERR3826713","CC5",NA,"CC5",FALSE
"ERR3826714","CC22",NA,"CC22",FALSE
"ERR3826715","CC5",NA,"CC5",FALSE
"ERR3826716","CC22",NA,"CC22",FALSE
"ERR3826718","CC45",NA,"CC45",FALSE
"ERR3826719","CC130",NA,"CC130",FALSE
"ERR3826720","CC22",NA,"CC22",FALSE
"ERR3826721","CC22",NA,"CC22",FALSE
"ERR3826722","CC22",NA,"CC22",FALSE
"ERR3826723","CC22",NA,"CC22",FALSE
"ERR3826724","CC1",NA,"CC1",FALSE
"ERR3826725","CC1",NA,"CC1",FALSE
"ERR3826726","CC22",NA,"CC22",FALSE
"ERR3826727","CC5",NA,"CC5",FALSE
"ERR3826728","CC22",NA,"CC22",FALSE
"ERR3826729","CC45",NA,"CC45",FALSE
"ERR3826730","CC5",NA,"CC5",FALSE
"ERR3826731","CC45",NA,"CC45",FALSE
"ERR3826732","CC22",NA,"CC22",FALSE
"ERR3826733","CC22",NA,"CC22",FALSE
"ERR3826734","CC1",NA,"CC1",FALSE
"ERR3826735","CC22",NA,"CC22",FALSE
"ERR3826736","CC8",NA,"CC8",FALSE
"ERR3826737","CC22",NA,"CC22",FALSE
"ERR3826738","CC1",NA,"CC1",FALSE
"ERR3826739","CC1",NA,"CC1",FALSE
"ERR3826740","CC22",NA,"CC22",FALSE
"ERR3826741","CC22",NA,"CC22",FALSE
"ERR3826742","CC1",NA,"CC1",FALSE
"ERR3826743","CC22",NA,"CC22",FALSE
"ERR3826744","CC22",NA,"CC22",FALSE
"ERR3826745","CC45",NA,"CC45",FALSE
"ERR3826746","CC22",NA,"CC22",FALSE
"ERR3826747","CC80",NA,"CC80",FALSE
"ERR3826748","CC22",NA,"CC22",FALSE
"ERR3826749","CC22",NA,"CC22",FALSE
"ERR3826750","CC22",NA,"CC22",FALSE
"ERR3826751","CC5",NA,"CC5",FALSE
"ERR3826752","CC22",NA,"CC22",FALSE
"ERR3826753","CC22",NA,"CC22",FALSE
"ERR3826754","CC5",NA,"CC5",FALSE
"ERR3826755","CC22",NA,"CC22",FALSE
"ERR3826756","CC45",NA,"CC45",FALSE
"ERR3826757","CC22",NA,"CC22",FALSE
"ERR3826758","CC22",NA,"CC22",FALSE
"ERR3826759","CC71",NA,"CC71",FALSE
"ERR3826760","CC22",NA,"CC22",FALSE
"ERR3826761","CC22",NA,"CC22",FALSE
"ERR3826762","CC22",NA,"CC22",FALSE
"ERR3826763","CC5",NA,"CC5",FALSE
"ERR3826764","CC22",NA,"CC22",FALSE
"ERR3826765","CC22",NA,"CC22",FALSE
"ERR3826766","CC22",NA,"CC22",FALSE
"ERR3826767","CC8",NA,"CC8",FALSE
"ERR3826768","CC45",NA,"CC45",FALSE
"ERR3826769","CC45",NA,"CC45",FALSE
"ERR3826770","CC22",NA,"CC22",FALSE
"ERR3826771","CC1",NA,"CC1",FALSE
"ERR3826772","CC59",NA,"CC59",FALSE
"ERR3826773","CC5",NA,"CC5",FALSE
"ERR3826774","CC22",NA,"CC22",FALSE
"ERR3826775","CC22",NA,"CC22",FALSE
"ERR3826776","CC45",NA,"CC45",FALSE
"ERR3826777","CC22",NA,"CC22",FALSE
"ERR3826778","CC6",NA,"CC6",FALSE
"ERR3826779","CC8",NA,"CC8",FALSE
"ERR3826780","CC22",NA,"CC22",FALSE
"ERR3826781","CC22",NA,"CC22",FALSE
"ERR3826782","CC45",NA,"CC45",FALSE
"ERR3826783","CC22",NA,"CC22",FALSE
"ERR3826784","CC22",NA,"CC22",FALSE
"ERR3826785","CC22",NA,"CC22",FALSE
"ERR3826786","CC22",NA,"CC22",FALSE
"ERR3826787","CC22",NA,"CC22",FALSE
"ERR3826788","CC1",NA,"CC1",FALSE
"ERR3826789","CC59",NA,"CC59",FALSE
"ERR3826790","CC22",NA,"CC22",FALSE
"ERR3826791","CC6",NA,"CC6",FALSE
"ERR3826792","CC22",NA,"CC22",FALSE
"ERR3826793","CC22",NA,"CC22",FALSE
"ERR3826794","CC80",NA,"CC80",FALSE
"ERR3826795","CC22",NA,"CC22",FALSE
"ERR3826796","CC22",NA,"CC22",FALSE
"ERR3826797","CC22",NA,"CC22",FALSE
"ERR3826798","CC22",NA,"CC22",FALSE
"ERR3826799","CC30",NA,"CC30",FALSE
"ERR3826800","CC5",NA,"CC5",FALSE
"ERR3826801","CC6",NA,"CC6",FALSE
"ERR3826802","CC22",NA,"CC22",FALSE
"ERR3826803","CC361",NA,"CC361",FALSE
"ERR3826804","CC22",NA,"CC22",FALSE
"ERR3826805","CC45",NA,"CC45",FALSE
"ERR3826806","CC59",NA,"CC59",FALSE
"ERR3826807","CC22",NA,"CC22",FALSE
"ERR3826808","CC22",NA,"CC22",FALSE
"ERR3826809","CC22",NA,"CC22",FALSE
"ERR3826810","CC71",NA,"CC71",FALSE
"ERR3826811","CC22",NA,"CC22",FALSE
"ERR3826812","CC45",NA,"CC45",FALSE
"ERR3826813","CC22",NA,"CC22",FALSE
"ERR3826814","CC8",NA,"CC8",FALSE
"ERR3826815","CC30",NA,"CC30",FALSE
"ERR3826816","CC59",NA,"CC59",FALSE
"ERR3826817","CC5",NA,"CC5",FALSE
"ERR3826818","CC22",NA,"CC22",FALSE
"ERR3826819","CC22",NA,"CC22",FALSE
"ERR3826820","CC59",NA,"CC59",FALSE
"ERR3826821","CC22",NA,"CC22",FALSE
"ERR3826822","CC59",NA,"CC59",FALSE
"ERR3826823","CC22",NA,"CC22",FALSE
"ERR3826824","CC59",NA,"CC59",FALSE
"ERR3826825","CC5",NA,"CC5",FALSE
"ERR3826826","CC15",NA,"CC15",FALSE
"ERR3826827","CC22",NA,"CC22",FALSE
"ERR3826828","CC22",NA,"CC22",FALSE
"ERR3826829","CC5",NA,"CC5",FALSE
"ERR3826830","CC5",NA,"CC5",FALSE
"ERR3826831","CC45",NA,"CC45",FALSE
"ERR3826832","CC1",NA,"CC1",FALSE
"ERR3826833","CC5",NA,"CC5",FALSE
"ERR3826834","CC5",NA,"CC5",FALSE
"ERR3826835","CC59",NA,"CC59",FALSE
"ERR3826836","CC8",NA,"CC8",FALSE
"ERR3826837","CC1",NA,"CC1",FALSE
"ERR3826838","CC1",NA,"CC1",FALSE
"ERR3826839","CC8",NA,"CC8",FALSE
"ERR3826840","CC22",NA,"CC22",FALSE
"ERR3826841","CC30",NA,"CC30",FALSE
"ERR3826842","CC22",NA,"CC22",FALSE
"ERR3826843","CC1",NA,"CC1",FALSE
"ERR3826844","CC5",NA,"CC5",FALSE
"ERR3826845","CC45",NA,"CC45",FALSE
"ERR3826846","CC30",NA,"CC30",FALSE
"ERR3826847","CC22",NA,"CC22",FALSE
"ERR3826848","CC8",NA,"CC8",FALSE
