Isolate.name,pubmlst_id,MLST.CC,CC_filled,n_unknown,prop_unknown,has_disagreement,arcC,aroE,glpF,gmk,pta,tpi,yqiL,ST (MLST),predicted_MLST.CC,fin_score,predicted_mlst_is_correct,predicted_mlst_is_single
ERR204168,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204169,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204170,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR204171,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204172,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204173,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR204174,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR204175,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204176,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204177,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204178,,CC130,CC130,0,0,FALSE,,,,,,,,,,,,
ERR204179,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR204180,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR204181,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204182,,CC80,CC80,0,0,FALSE,,,,,,,,,,,,
ERR204183,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204184,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204185,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204186,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204187,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204188,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204189,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204190,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR204191,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204192,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204193,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204194,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204195,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204196,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204197,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204198,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204199,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204200,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR204201,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204202,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204203,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR204204,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204205,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR204206,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204207,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204208,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR204209,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR204210,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204211,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204212,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204213,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204214,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR204215,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204216,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR204217,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204218,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204219,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204220,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204221,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204222,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204223,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204224,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204225,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR204226,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204227,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204228,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204229,,CC80,CC80,0,0,FALSE,,,,,,,,,,,,
ERR204230,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR204231,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212743,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212744,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR212745,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212746,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212747,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212748,,CC45,CC45,0,0,FALSE,,,,,,,,,,,,
ERR212749,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212750,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212751,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR212753,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212756,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212757,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212758,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212759,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212760,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212762,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212763,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212764,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212765,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212766,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212767,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212768,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212769,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212770,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212771,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212772,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212773,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR212774,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212775,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212776,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212777,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212778,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212779,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212780,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212781,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212782,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212783,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR212784,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR212785,,CC80,CC80,0,0,FALSE,,,,,,,,,,,,
ERR212786,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212787,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212788,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212789,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212790,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212791,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR212792,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212793,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR212794,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212795,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212796,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212797,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212798,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212799,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR212800,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212801,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212802,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212803,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212804,,CC45,CC45,0,0,FALSE,,,,,,,,,,,,
ERR212805,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR212806,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212807,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212808,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212809,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212810,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212812,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212813,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212814,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212815,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212816,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR212817,,CC6,CC6,0,0,FALSE,,,,,,,,,,,,
ERR212818,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR212819,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212820,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212821,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212822,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212823,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR212824,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212825,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212827,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212828,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212829,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212830,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212831,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212832,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212833,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR212834,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212835,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR212836,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212837,,CC45,CC45,0,0,FALSE,,,,,,,,,,,,
ERR212838,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212839,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212840,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212841,,CC361,CC361,0,0,FALSE,,,,,,,,,,,,
ERR212842,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR212843,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212844,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212845,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212847,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR212848,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212849,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212850,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212852,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212853,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212854,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212855,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212856,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212857,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212858,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212859,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212860,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212861,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212862,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212863,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212864,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212865,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212866,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212867,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212868,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212869,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212870,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212871,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR212872,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR212873,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212874,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212875,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212876,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212877,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212878,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212879,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR212880,,CC130,CC130,0,0,FALSE,,,,,,,,,,,,
ERR212881,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212882,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212883,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212884,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212885,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212886,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212887,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212888,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212889,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212890,,CC45,CC45,0,0,FALSE,,,,,,,,,,,,
ERR212891,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212892,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212893,,CC6,CC6,0,0,FALSE,,,,,,,,,,,,
ERR212894,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212895,,CC779,CC779,0,0,FALSE,,,,,,,,,,,,
ERR212896,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212897,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212898,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212899,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212900,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212901,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR212902,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212903,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212904,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212905,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212906,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212907,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212908,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212909,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212910,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212911,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212912,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212913,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212914,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212915,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212916,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212917,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212918,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212919,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212920,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212922,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR212923,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212924,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212925,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212926,,CC45,CC45,0,0,FALSE,,,,,,,,,,,,
ERR212927,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212928,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212929,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212930,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212933,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212934,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212935,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212937,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212938,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212939,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212940,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212942,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR212943,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212944,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212947,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR212948,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR212949,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212950,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212951,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212952,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212953,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212954,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR212955,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212956,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212957,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212958,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212959,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212960,,CC72,CC72,0,0,FALSE,,,,,,,,,,,,
ERR212961,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212962,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR212963,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212964,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212965,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212966,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212967,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212968,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212969,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212970,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212971,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212972,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212973,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212975,,CC15,CC15,0,0,FALSE,,,,,,,,,,,,
ERR212976,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212977,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212978,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212979,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212980,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212981,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212982,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR212983,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212984,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212985,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212986,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR212987,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR212988,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212989,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR212990,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212992,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212994,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR212995,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212996,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212997,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212998,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR212999,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR213000,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR213001,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR213002,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213003,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR213004,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR213005,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213006,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213007,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213008,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213009,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR213011,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213012,,CC45,CC45,0,0,FALSE,,,,,,,,,,,,
ERR213013,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR213014,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR213015,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213016,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213017,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213018,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213019,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR213020,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR213021,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR213022,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213023,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213024,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR213025,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR213026,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR355928,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR355929,,CC78,CC78,0,0,FALSE,,,,,,,,,,,,
ERR355930,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR355931,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR355932,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR355933,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR355934,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR355935,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR3826069,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826070,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826071,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR3826072,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826073,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR3826074,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR3826075,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR3826076,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826077,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826078,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826079,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR3826080,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826081,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826082,,CC45,CC45,0,0,FALSE,,,,,,,,,,,,
ERR3826083,,CC45,CC45,0,0,FALSE,,,,,,,,,,,,
ERR3826084,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826085,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826086,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826087,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826088,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826089,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR3826090,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR3826091,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR3826092,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826093,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR3826094,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR3826095,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR3826096,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826097,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826098,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR3826099,,CC30,CC30,0,0,FALSE,,,,,,,,,,,,
ERR3826100,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826101,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826102,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826103,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826104,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826105,,CC45,CC45,0,0,FALSE,,,,,,,,,,,,
ERR3826106,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR3826107,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR3826108,,CC45,CC45,0,0,FALSE,,,,,,,,,,,,
ERR3826109,,CC5,CC5,0,0,FALSE,,,,,,,,,,,,
ERR3826110,,CC8,CC8,0,0,FALSE,,,,,,,,,,,,
ERR3826111,,CC59,CC59,0,0,FALSE,,,,,,,,,,,,
ERR3826112,,CC1,CC1,0,0,FALSE,,,,,,,,,,,,
ERR3826113,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826114,,CC22,CC22,0,0,FALSE,,,,,,,,,,,,
ERR3826115,,CC45,CC45,0,0,FALSE,,,,,,,,,,,,
