sample,search_type,n_snps,n_reads,fin_score,proportion_matched,proportion_scheme_found,estimated_coverage,predicted_MLST.CC,reads_w_result,MLST.CC,CC_filled,predicted_mlst_is_single,predicted_mlst_is_correct_INFERRED
ERR12511729,random,300,2000,0.00284444444444444,0.0533333333333333,0.0533333333333333,0.102642857142857,CC152,16,Unknown,CC152,TRUE,TRUE
ERR12511729,random,300,3000,0.01,0.1,0.1,0.153998571428571,CC152,30,Unknown,CC152,TRUE,TRUE
ERR12511729,random,300,4000,0.0156222222222222,0.123333333333333,0.126666666666667,0.20567,CC152,37,Unknown,CC152,TRUE,TRUE
ERR12511729,random,300,5000,0.0255888888888889,0.156666666666667,0.163333333333333,0.257108571428571,CC152,47,Unknown,CC152,TRUE,TRUE
ERR12511729,random,300,6000,0.0413333333333334,0.2,0.206666666666667,0.308761071428571,CC152,60,Unknown,CC152,TRUE,TRUE
ERR12511729,random,300,7000,0.0513666666666666,0.223333333333333,0.23,0.360220357142857,CC152,67,Unknown,CC152,TRUE,TRUE
ERR12511729,random,300,8000,0.06,0.24,0.25,0.411442857142857,CC152,72,Unknown,CC152,TRUE,TRUE
ERR12511729,random,400,1000,0.0016,0.04,0.04,0.0514746428571429,CC152,16,Unknown,CC152,TRUE,TRUE
ERR12511729,random,400,2000,0.00455625,0.0675,0.0675,0.102642857142857,CC152,27,Unknown,CC152,TRUE,TRUE
ERR12511729,random,400,3000,0.0121,0.11,0.11,0.153998571428571,CC152,44,Unknown,CC152,TRUE,TRUE
ERR12511729,random,400,4000,0.0185625,0.135,0.1375,0.20567,CC152,54,Unknown,CC152,TRUE,TRUE
ERR12511729,random,400,5000,0.02889375,0.1675,0.1725,0.257108571428571,CC152,67,Unknown,CC152,TRUE,TRUE
ERR12511729,random,400,6000,0.041,0.2,0.205,0.308761071428571,CC152,80,Unknown,CC152,TRUE,TRUE
ERR12511729,random,400,7000,0.05521875,0.2325,0.2375,0.360220357142857,CC152,93,Unknown,CC152,TRUE,TRUE
ERR12511729,random,400,8000,0.0682375,0.2575,0.265,0.411442857142857,CC152,103,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,1,1000,0.0204081632653062,0.142857142857143,0.142857142857143,0.0514746428571429,"CC1,CC10,CC101,CC12,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,1,2000,0.183673469387755,0.428571428571429,0.428571428571429,0.102642857142857,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,1,3000,0.183673469387755,0.428571428571429,0.428571428571429,0.153998571428571,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,1,4000,0.183673469387755,0.428571428571429,0.428571428571429,0.20567,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,1,5000,0.183673469387755,0.428571428571429,0.428571428571429,0.257108571428571,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,1,6000,0.183673469387755,0.428571428571429,0.428571428571429,0.308761071428571,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,1,7000,0.326530612244897,0.571428571428571,0.571428571428571,0.360220357142857,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,1,8000,0.326530612244897,0.571428571428571,0.571428571428571,0.411442857142857,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,2,1000,0.00591715976331361,0.0769230769230769,0.0769230769230769,0.0514746428571429,"CC1,CC10,CC101,CC12,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,2,2000,0.0532544378698226,0.230769230769231,0.230769230769231,0.102642857142857,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,2,3000,0.0532544378698226,0.230769230769231,0.230769230769231,0.153998571428571,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,2,4000,0.0532544378698226,0.230769230769231,0.230769230769231,0.20567,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,2,5000,0.0532544378698226,0.230769230769231,0.230769230769231,0.257108571428571,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,2,6000,0.0532544378698226,0.230769230769231,0.230769230769231,0.308761071428571,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,2,7000,0.0946745562130179,0.307692307692308,0.307692307692308,0.360220357142857,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,2,8000,0.0946745562130179,0.307692307692308,0.307692307692308,0.411442857142857,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,3,1000,0.00308641975308642,0.0555555555555556,0.0555555555555556,0.0514746428571429,"CC1,CC10,CC101,CC12,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,3,2000,0.0277777777777779,0.166666666666667,0.166666666666667,0.102642857142857,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,3,3000,0.0493827160493826,0.222222222222222,0.222222222222222,0.153998571428571,"CC152,CC22,CC59,CC8",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,3,4000,0.0493827160493826,0.222222222222222,0.222222222222222,0.20567,"CC152,CC22,CC59,CC8",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,3,5000,0.0493827160493826,0.222222222222222,0.222222222222222,0.257108571428571,"CC152,CC22,CC59,CC8",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,3,6000,0.0493827160493826,0.222222222222222,0.222222222222222,0.308761071428571,"CC152,CC22,CC59,CC8",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,3,7000,0.111111111111111,0.333333333333333,0.333333333333333,0.360220357142857,"CC152,CC59",6,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,3,8000,0.111111111111111,0.333333333333333,0.333333333333333,0.411442857142857,"CC152,CC59",6,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,4,1000,0.00189035916824197,0.0434782608695652,0.0434782608695652,0.0514746428571429,"CC1,CC10,CC101,CC12,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,4,2000,0.0170132325141778,0.130434782608696,0.130434782608696,0.102642857142857,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,4,3000,0.0302457466918715,0.173913043478261,0.173913043478261,0.153998571428571,"CC152,CC22,CC59,CC8",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,4,4000,0.0302457466918715,0.173913043478261,0.173913043478261,0.20567,"CC152,CC22,CC59,CC8",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,4,5000,0.0302457466918715,0.173913043478261,0.173913043478261,0.257108571428571,"CC152,CC22,CC59,CC8",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,4,6000,0.0472589792060491,0.217391304347826,0.217391304347826,0.308761071428571,"CC152,CC59",5,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,4,7000,0.120982986767486,0.347826086956522,0.347826086956522,0.360220357142857,CC152,8,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,4,8000,0.153119092627599,0.391304347826087,0.391304347826087,0.411442857142857,CC152,9,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,5,1000,0.00137174211248285,0.037037037037037,0.037037037037037,0.0514746428571429,"CC1,CC10,CC101,CC12,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,5,2000,0.0123456790123457,0.111111111111111,0.111111111111111,0.102642857142857,"CC10,CC152,CC22,CC25,CC30,CC398/CC5561,CC59,CC8,CC80",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,5,3000,0.0219478737997256,0.148148148148148,0.148148148148148,0.153998571428571,"CC152,CC22,CC59,CC8",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,5,4000,0.0219478737997256,0.148148148148148,0.148148148148148,0.20567,"CC152,CC22,CC59,CC8",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,5,5000,0.0219478737997256,0.148148148148148,0.148148148148148,0.257108571428571,"CC152,CC22,CC59,CC8",4,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,5,6000,0.0342935528120713,0.185185185185185,0.185185185185185,0.308761071428571,"CC152,CC59",5,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,5,7000,0.0877914951989024,0.296296296296296,0.296296296296296,0.360220357142857,CC152,8,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,5,8000,0.111111111111111,0.333333333333333,0.333333333333333,0.411442857142857,CC152,9,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,30,1000,0.000918273645546373,0.0303030303030303,0.0303030303030303,0.0514746428571429,"CC101,CC12,CC15,CC152,CC1943,CC779",3,Unknown,CC152,FALSE,TRUE
ERR12511729,minsnps,30,2000,0.00652994592388532,0.0808080808080808,0.0808080808080808,0.102642857142857,CC152,8,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,30,3000,0.0146923783287419,0.121212121212121,0.121212121212121,0.153998571428571,CC152,12,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,30,4000,0.0172431384552596,0.131313131313131,0.131313131313131,0.20567,CC152,13,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,30,5000,0.0261197836955414,0.161616161616162,0.161616161616162,0.257108571428571,CC152,16,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,30,6000,0.0449954086317722,0.212121212121212,0.212121212121212,0.308761071428571,CC152,21,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,30,7000,0.0689725538210389,0.262626262626263,0.262626262626263,0.360220357142857,CC152,26,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,30,8000,0.0948882767064585,0.303030303030303,0.313131313131313,0.411442857142857,CC152,30,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,79,1000,0.00123734249135123,0.0351758793969849,0.0351758793969849,0.0514746428571429,CC152,7,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,79,2000,0.0072977955102144,0.085427135678392,0.085427135678392,0.102642857142857,CC152,17,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,79,3000,0.0145450872452716,0.120603015075377,0.120603015075377,0.153998571428571,CC152,24,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,79,4000,0.0170702760031312,0.130653266331658,0.130653266331658,0.20567,CC152,26,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,79,5000,0.0242670639630313,0.155778894472362,0.155778894472362,0.257108571428571,CC152,31,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,79,6000,0.03742329739148,0.190954773869347,0.195979899497487,0.308761071428571,CC152,38,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,79,7000,0.0499987374056212,0.221105527638191,0.226130653266332,0.360220357142857,CC152,44,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,79,8000,0.065654907704351,0.251256281407035,0.261306532663317,0.411442857142857,CC152,50,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,147,1000,0.000800000000000001,0.0266666666666667,0.03,0.0514746428571429,CC152,8,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,147,2000,0.00722222222222222,0.0833333333333333,0.0866666666666667,0.102642857142857,CC152,25,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,147,3000,0.0177777777777777,0.133333333333333,0.133333333333333,0.153998571428571,CC152,40,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,147,4000,0.0245333333333333,0.153333333333333,0.16,0.20567,CC152,46,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,147,5000,0.0329999999999999,0.18,0.183333333333333,0.257108571428571,CC152,54,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,147,6000,0.0455000000000001,0.21,0.216666666666667,0.308761071428571,CC152,63,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,147,7000,0.0552,0.23,0.24,0.360220357142857,CC152,69,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,147,8000,0.0658333333333332,0.25,0.263333333333333,0.411442857142857,CC152,75,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,200,1000,0.00113341204250295,0.0311688311688312,0.0363636363636364,0.0514746428571429,CC152,12,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,200,2000,0.00734019227525721,0.0831168831168831,0.0883116883116883,0.102642857142857,CC152,32,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,200,3000,0.0158677685950413,0.124675324675325,0.127272727272727,0.153998571428571,CC152,48,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,200,4000,0.0215213358070502,0.142857142857143,0.150649350649351,0.20567,CC152,55,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,200,5000,0.0293810086017879,0.168831168831169,0.174025974025974,0.257108571428571,CC152,65,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,200,6000,0.0405059875189744,0.197402597402597,0.205194805194805,0.308761071428571,CC152,76,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,200,7000,0.0570753921403272,0.233766233766234,0.244155844155844,0.360220357142857,CC152,90,Unknown,CC152,TRUE,TRUE
ERR12511729,minsnps,200,8000,0.0694619666048237,0.257142857142857,0.27012987012987,0.411442857142857,CC152,99,Unknown,CC152,TRUE,TRUE
ERR12511730,random,7,1000,0.0204081632653062,0.142857142857143,0.142857142857143,0.0506985714285714,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,7,2000,0.0204081632653062,0.142857142857143,0.142857142857143,0.101184642857143,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,7,3000,0.0204081632653062,0.142857142857143,0.142857142857143,0.152091071428571,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,7,4000,0.0204081632653062,0.142857142857143,0.142857142857143,0.202643214285714,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,7,5000,0.0204081632653062,0.142857142857143,0.142857142857143,0.253325357142857,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,7,6000,0.0204081632653062,0.142857142857143,0.142857142857143,0.304182857142857,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,7,7000,0.0204081632653062,0.142857142857143,0.142857142857143,0.354908928571429,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,7,8000,0.0204081632653062,0.142857142857143,0.142857142857143,0.405398214285714,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,13,1000,0.00591715976331361,0.0769230769230769,0.0769230769230769,0.0506985714285714,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,13,2000,0.00591715976331361,0.0769230769230769,0.0769230769230769,0.101184642857143,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,13,3000,0.00591715976331361,0.0769230769230769,0.0769230769230769,0.152091071428571,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,13,4000,0.00591715976331361,0.0769230769230769,0.0769230769230769,0.202643214285714,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,13,5000,0.0236686390532545,0.153846153846154,0.153846153846154,0.253325357142857,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",2,Unknown,CC152,FALSE,TRUE
ERR12511730,random,13,6000,0.0236686390532545,0.153846153846154,0.153846153846154,0.304182857142857,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",2,Unknown,CC152,FALSE,TRUE
ERR12511730,random,13,7000,0.0532544378698226,0.230769230769231,0.230769230769231,0.354908928571429,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",3,Unknown,CC152,FALSE,TRUE
ERR12511730,random,13,8000,0.0532544378698226,0.230769230769231,0.230769230769231,0.405398214285714,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC93,CC942,CC96",3,Unknown,CC152,FALSE,TRUE
ERR12511730,random,18,1000,0.00308641975308642,0.0555555555555556,0.0555555555555556,0.0506985714285714,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,18,2000,0.00308641975308642,0.0555555555555556,0.0555555555555556,0.101184642857143,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,18,3000,0.00308641975308642,0.0555555555555556,0.0555555555555556,0.152091071428571,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,18,4000,0.0123456790123457,0.111111111111111,0.111111111111111,0.202643214285714,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC96",2,Unknown,CC152,FALSE,TRUE
ERR12511730,random,18,5000,0.0277777777777779,0.166666666666667,0.166666666666667,0.253325357142857,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC96",3,Unknown,CC152,FALSE,TRUE
ERR12511730,random,18,6000,0.0493827160493826,0.222222222222222,0.222222222222222,0.304182857142857,CC152,4,Unknown,CC152,TRUE,TRUE
ERR12511730,random,18,7000,0.0771604938271606,0.277777777777778,0.277777777777778,0.354908928571429,CC152,5,Unknown,CC152,TRUE,TRUE
ERR12511730,random,18,8000,0.0771604938271606,0.277777777777778,0.277777777777778,0.405398214285714,CC152,5,Unknown,CC152,TRUE,TRUE
ERR12511730,random,23,1000,0.00189035916824197,0.0434782608695652,0.0434782608695652,0.0506985714285714,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,23,2000,0.00189035916824197,0.0434782608695652,0.0434782608695652,0.101184642857143,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",1,Unknown,CC152,FALSE,TRUE
ERR12511730,random,23,3000,0.00756143667296786,0.0869565217391304,0.0869565217391304,0.152091071428571,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC942,CC96",2,Unknown,CC152,FALSE,TRUE
ERR12511730,random,23,4000,0.0170132325141778,0.130434782608696,0.130434782608696,0.202643214285714,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC96",3,Unknown,CC152,FALSE,TRUE
ERR12511730,random,23,5000,0.0302457466918715,0.173913043478261,0.173913043478261,0.253325357142857,"CC1,CC10,CC101,CC12,CC121,CC130,CC15,CC152,CC1943,CC20,CC22,CC25,CC30,CC361,CC361/CC15,CC395,CC398/CC5561,CC425,CC45,CC5,CC59,CC6,CC7,CC71,CC72,CC772/CC834,CC779,CC78,CC789,CC8,CC80,CC93,CC96",4,Unknown,CC152,FALSE,TRUE
ERR12511730,random,23,6000,0.0472589792060491,0.217391304347826,0.217391304347826,0.304182857142857,CC152,5,Unknown,CC152,TRUE,TRUE
ERR12511730,random,23,7000,0.0680529300567106,0.260869565217391,0.260869565217391,0.354908928571429,CC152,6,Unknown,CC152,TRUE,TRUE
