Isolate.me,Part_of_test,MLST.CC,pubmlst_id,CC_filled,n_unknown,prop_unknown,has_disagreement,Barcode,PVL,MRSA,Estimated_coverage,minSNPs_predicted_27SNPs_2kReads,minSNPs_predicted_27SNPs_2kReads_is_single_correct
ERR3826759,FALSE,CC97,,CC97,0,0,FALSE,,,,,,
ERR3826760,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826761,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826762,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826763,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR3826764,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826765,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826766,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826767,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR3826768,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR3826769,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR3826770,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826771,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR3826772,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR3826773,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR3826774,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826775,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826776,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR3826777,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826778,FALSE,CC6,,CC6,0,0,FALSE,,,,,,
ERR3826779,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR3826780,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826781,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826782,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR3826783,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826784,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826785,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826786,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826787,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826788,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR3826789,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR3826790,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826791,FALSE,CC6,,CC6,0,0,FALSE,,,,,,
ERR3826792,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826793,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826794,FALSE,CC80,,CC80,0,0,FALSE,,,,,,
ERR3826795,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826796,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826797,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826798,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826799,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR3826800,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR3826801,FALSE,CC6,,CC6,0,0,FALSE,,,,,,
ERR3826802,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826803,FALSE,CC361,,CC361,0,0,FALSE,,,,,,
ERR3826804,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826805,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR3826806,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR3826807,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826808,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826809,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826810,FALSE,CC97,,CC97,0,0,FALSE,,,,,,
ERR3826811,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826812,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR3826813,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826814,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR3826815,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR3826816,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR3826817,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR3826818,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826819,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826820,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR3826821,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826822,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR3826823,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826824,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR3826825,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR3826826,FALSE,CC15,,CC15,0,0,FALSE,,,,,,
ERR3826827,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826828,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826829,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR3826830,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR3826831,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR3826832,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR3826833,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR3826834,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR3826835,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR3826836,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR3826837,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR3826838,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR3826839,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR3826840,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826841,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR3826842,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826843,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR3826844,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR3826845,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR3826846,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR3826847,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826848,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR3826849,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826850,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR3826851,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR3826852,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR3826853,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR3829616,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR701905,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701906,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701907,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701908,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701909,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701910,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701911,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701912,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701913,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701914,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701915,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701916,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701917,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701918,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701919,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR701920,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701921,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701922,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR701923,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701924,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701925,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701926,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701927,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701928,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701929,FALSE,CC130,,CC130,0,0,FALSE,,,,,,
ERR701930,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701931,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701932,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701933,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701934,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701935,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701936,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701937,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR701938,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701939,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701940,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701941,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701942,FALSE,CC80,,CC80,0,0,FALSE,,,,,,
ERR701943,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701944,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701945,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR701946,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701947,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR701948,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701949,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701950,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR701951,FALSE,CC772/CC834,,CC772/CC834,0,0,FALSE,,,,,,
ERR701952,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701953,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701954,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701955,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701956,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701957,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR701958,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701959,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701960,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR701961,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701962,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701963,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701964,FALSE,CC80,,CC80,0,0,FALSE,,,,,,
ERR701965,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701966,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701967,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701968,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701969,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701970,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701971,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701972,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701973,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701974,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR701975,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701976,FALSE,CC15,,CC15,0,0,FALSE,,,,,,
ERR701977,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701978,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701979,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701980,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701981,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701982,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701983,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701984,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701985,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701986,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR701987,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701988,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR701989,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701990,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701991,FALSE,CC361,,CC361,0,0,FALSE,,,,,,
ERR701992,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR701993,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701994,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR701995,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701996,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701997,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR701998,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR701999,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702000,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR702001,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR702002,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702003,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702004,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702005,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702006,FALSE,CC80,,CC80,0,0,FALSE,,,,,,
ERR702007,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702008,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702009,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR702010,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702011,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702012,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR702013,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702014,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702015,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR702016,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702017,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR702018,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702019,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702020,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702021,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702022,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702023,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702024,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702025,FALSE,CC15,,CC15,0,0,FALSE,,,,,,
ERR702026,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702027,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702028,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702029,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR702030,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702031,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR702032,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR702033,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702034,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR702035,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702036,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702038,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702039,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702040,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702041,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR702042,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702043,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702044,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702045,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702046,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR702047,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR702048,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702049,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702050,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR702051,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702052,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702053,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702054,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702055,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR702056,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702057,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702058,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702059,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR702060,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702061,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR702062,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702063,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702064,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702065,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702066,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702067,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR702068,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR702069,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702070,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702071,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR702072,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702073,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702074,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR702075,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702076,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702077,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702078,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702079,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702080,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702081,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702082,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702083,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702084,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702085,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR702086,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702087,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR702088,FALSE,CC6,,CC6,0,0,FALSE,,,,,,
ERR702089,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702090,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702091,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702092,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702093,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702094,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR702095,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702096,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702097,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702098,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR702099,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR702100,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702101,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR702102,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702103,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702104,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702105,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702106,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702107,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702108,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702109,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702111,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702112,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702113,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702114,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR702115,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702116,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR702117,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR702118,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702119,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR702120,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702121,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702122,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702123,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR702124,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702125,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702126,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702127,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR702128,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702129,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702130,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR702131,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702132,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702133,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702134,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702135,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702136,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702137,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702138,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702139,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR702140,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702141,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR702142,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702143,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702144,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702145,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR702146,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702147,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702148,FALSE,CC361,,CC361,0,0,FALSE,,,,,,
ERR702149,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702150,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702151,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702152,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702153,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702154,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702155,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702156,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702157,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702158,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702159,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR702160,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR702161,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702162,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702163,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702164,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR702165,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702166,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702167,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702168,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702169,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702170,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR702171,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702172,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702173,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702174,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702175,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR702176,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702177,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702178,FALSE,CC80,,CC80,0,0,FALSE,,,,,,
ERR702179,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR702180,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702181,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702182,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702183,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702184,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702185,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR702186,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702187,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702188,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702189,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702190,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702191,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702192,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702193,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702194,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702195,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR702196,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702197,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702198,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR702199,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702200,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR702201,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702202,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR702203,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
